TRUE,craiya,muchaecia,blob skos,Sophie Hard Science Watch,Government Government ,Radical Right Hard Science ,blob skos,iupreosal,ogrya,142.0 32.0 17.010573856584056 -143.0 9.0 11.956858378600522,273 E uthiulor Road
TRUE,craiya,priestein,West stroum chus,Woolley Neutral Think Tank,Corporate Government ,Neutral Social Science ,West stroum chus,jotra,snoera,116.0 8.0 50.42092900529451 -340.0 44.0 6.262845160042789,142 S snoera Road
TRUE,edriawana,friysil,craorhiel,Jameson Radical Right Council,Independent ,Radical Right Hard Science ,craorhiel,qotria,zaspoassau,30.0 51.0 6.803333595413241 -204.0 42.0 16.613722137947477,182East qotria Lane
TRUE,craiya,pacren,muchaecia,Rose Radical Right Institute,Religious Government ,Radical Right Hard Science ,muchaecia,gopruyvania,iupreosal,138.0 48.0 32.2799018655789 -154.0 10.0 20.51076072127301,35 E stiuca Street
TRUE,edriawana,atron,stiuca,Gale Radical Right Think Tank,Religious Religious ,Radical Right Hard Science ,stiuca,osmurg,Griffinton,251.0 33.0 44.084416814741175 -118.0 26.0 6.123865094906936,212zaspoassau Lane
TRUE,edriawana,zaspoassau,sceuw chax,Woolley Hard Science Council,Religious Government ,Radical Right Hard Science ,sceuw chax,glaynia,steitho,295.0 49.0 35.10146619762175 -110.0 51.0 33.92233323422236,201stiuca
TRUE,craiya,priestein,West stroum chus,Gene Foreign Policy Think Tank,Corporate Government Corporate ,Nationalist Foreign Policy ,West stroum chus,staoz flurg,snoera,253.0 7.0 51.3147335604006 -61.0 27.0 32.81452536288804,87oskait Street
TRUE,craiya,pacren,eshington,Jameson Hard Science Council,Independent ,Nationalist Hard Science ,eshington,xapra,iupreosal,110.0 52.0 37.62711290879866 -197.0 7.0 33.051990983657284,334 N osnyae Road
TRUE,edriawana,friysil,craorhiel,Rose Nationalist Think Tank,Corporate Government Religious ,Nationalist Hard Science ,craorhiel,North steitho,odriasia,263.0 3.0 21.04275359467245 -82.0 10.0 52.98203440060078,105 S iethana
TRUE,craiya,spoy strela,gescialand,Rock Social Science Think Tank,Government Government Corporate ,Radical Right Social Science ,gescialand,odriasia,iofliuland,134.0 45.0 10.960252160604043 -130.0 56.0 7.136438125509117,40 E steitho Road
TRUE,edriawana,friysil,craorhiel,Lee Hard Science Think Tank,Religious Religious Government ,Radical Left Hard Science ,craorhiel,iupreosal,odriasia,44.0 18.0 11.24931438532325 -3.0 26.0 21.0637056561243,57apreyles Street
TRUE,edriawana,zaspoassau,East othurg,Rose Hard Science Research Institute,Government Government Corporate ,Radical Right Hard Science ,East othurg,priestein,jotra,91.0 10.0 31.390739615530748 -241.0 40.0 15.489650539652903,295 E gopruyvania Road
TRUE,edriawana,spoy strela,blaonia,Jason Conservative Watch,Corporate Government ,Conservative Foreign Policy ,blaonia,jotra,iethana,267.0 57.0 1.8940468962970458 -236.0 32.0 20.420327831983556,131astrurg Road
TRUE,craiya,East xusheurhiel,bleuv smana,Dorris Radical Left Research Institute,Independent ,Radical Left Hard Science ,bleuv smana,craiya,echya,163.0 40.0 52.883901750985714 -102.0 55.0 58.54486213981348,99 S vedrijan
TRUE,craiya,spoy strela,fleis flye,James Nationalist Watch,Government Corporate Corporate ,Nationalist Foreign Policy ,fleis flye,oskait,East atron,73.0 53.0 27.294311199933865 -309.0 1.0 55.8617894153062,37ostryae Lane
TRUE,craiya,muchaecia,blob skos,Elizabeth Conservative Watch,Independent ,Conservative Hard Science ,blob skos,pacren,snoera,327.0 31.0 10.787103680479344 -355.0 25.0 1.5425761413174026,312 N stroum chus Street
TRUE,craiya,pacren,Highkeep,Rose Radical Right Research Institute,Religious ,Radical Right Foreign Policy ,Highkeep,greom clax,ostryae,260.0 56.0 46.19717609257772 -306.0 23.0 38.48667979723991,127 N Westerwynne Street
TRUE,craiya,priestein,West stroum chus,Jason Hard Science Think Tank,Religious Religious Government ,Conservative Hard Science ,West stroum chus,Griffinton,qotria,35.0 14.0 14.636950142264759 -247.0 54.0 14.692535448517896,251iupreosal Road
TRUE,edriawana,zaspoassau,sceuw chax,Ebzen Radical Left Watch,Religious Government Government ,Radical Left Hard Science ,sceuw chax,snoera,steitho,92.0 13.0 13.388825528223997 -109.0 3.0 5.578218285142613,99 S rochein Road
TRUE,craiya,priestein,West stroum chus,Darol Neutral Watch,Government Government Government ,Neutral Hard Science ,West stroum chus,atron,sceuw chax,13.0 47.0 20.522994204634124 -158.0 58.0 52.699061275402656,316 E eshington Lane
TRUE,craiya,spoy strela,East koflurg,Lee Hard Science Watch,Independent ,Nationalist Hard Science ,East koflurg,xusheurhiel,gescialand,190.0 4.0 44.137801765743134 -59.0 15.0 56.09399344211911,167 S South jotra Road
TRUE,edriawana,zaspoassau,East othurg,Borris Conservative Institute,Independent ,Conservative Foreign Policy ,East othurg,staoz flurg,priestein,101.0 49.0 13.586357847860652 -229.0 42.0 25.369971456824906,260 S ewhurg Street
TRUE,edriawana,iofliuland,craiya,Gale Hard Science Research Institute,Religious Religious ,Radical Right Hard Science ,craiya,koflurg,iofliuland,294.0 32.0 42.987248453352095 -339.0 52.0 46.323994590257634,134 S guswouca Lane
TRUE,edriawana,friysil,craorhiel,Hannah Conservative Institute,Independent ,Conservative Foreign Policy ,craorhiel,East ogrya,eshington,147.0 0.0 37.07987862691791 -184.0 24.0 30.775304996003033,310 E blaonia Lane
TRUE,edriawana,stoydan,ostryae,Borris Radical Right Institute,Corporate Religious ,Radical Right Social Science ,ostryae,uthiulor,spoy strela,65.0 26.0 53.761034883376276 -170.0 55.0 6.075146547118505,294 S pacren Street
TRUE,craiya,muchaecia,blob skos,Gene Nationalist Research Institute,Corporate Corporate Corporate ,Nationalist Hard Science ,blob skos,swaeq sneau,East priestein,269.0 33.0 36.16757379159951 -178.0 3.0 38.343209192484856,313 N muchaecia Lane
TRUE,craiya,muchaecia,blob skos,Carol Conservative Council,Independent ,Conservative Social Science ,blob skos,snoera,West osnyae,274.0 0.0 57.80958532346097 -33.0 24.0 33.79486181248624,284iupreosal
TRUE,edriawana,friysil,craorhiel,Dorris Hard Science Think Tank,Independent ,Radical Right Hard Science ,craorhiel,qotria,zaspoassau,330.0 23.0 23.059759378273416 -173.0 41.0 35.30277791651091,192 S swoe stror Road
TRUE,craiya,swaeq sneau,Westerwynne,Mera Conservative Institute,Religious Government Religious ,Conservative Social Science ,Westerwynne,Highkeep,vedrijan,327.0 35.0 17.76693025609007 -196.0 47.0 34.21236866497835,237iupreosal
TRUE,edriawana,boclain,astrurg,Woolley Hard Science Research Institute,Religious Religious Government ,Nationalist Hard Science ,astrurg,South craiya,greom clax,222.0 25.0 14.781518112888866 -133.0 4.0 32.4929047547203,22 S iupreosal Lane
TRUE,edriawana,priestein,fleis flye,James Hard Science Institute,Religious Religious Government ,Neutral Hard Science ,fleis flye,claog fleau,osmurg,0.0 50.0 20.563266355756944 -294.0 7.0 14.080782859223383,20glaynia Road
TRUE,edriawana,spoy strela,blaonia,Robert Conservative Institute,Independent ,Conservative Hard Science ,blaonia,snoera,eshington,59.0 19.0 22.44058875765056 -139.0 33.0 27.230289039543855,341osnyae Road
TRUE,craiya,spoy strela,East koflurg,Darol Hard Science Council,Corporate ,Radical Left Hard Science ,East koflurg,snoera,gopruyvania,204.0 32.0 36.07516497646338 -82.0 48.0 47.88058751117444,151 E stiuca Street
TRUE,craiya,pacren,pacren,Sophie Radical Left Think Tank,Government ,Radical Left Social Science ,pacren,glaynia,claog fleau,290.0 2.0 3.110857843852664 -211.0 45.0 11.550433022988221,248 S craorhiel Lane
TRUE,edriawana,priestein,athon,Lee Hard Science Institute,Corporate ,Neutral Hard Science ,athon,snoera,claog fleau,157.0 58.0 48.96492438014681 -353.0 31.0 47.99970980583029,251 N osken
TRUE,edriawana,xusheurhiel,snoera,Ebzen Radical Left Think Tank,Independent ,Radical Left Hard Science ,snoera,osmurg,athon,223.0 44.0 43.50629204270907 -46.0 17.0 24.897679303294336,63 N bleuv smana Road
TRUE,edriawana,spoy strela,iupreosal,Rose Foreign Policy Research Institute,Corporate Corporate Government ,Nationalist Foreign Policy ,iupreosal,stiuca,craorhiel,198.0 18.0 37.060547810292015 -266.0 54.0 32.18334502350125,203 S greom clax Lane
TRUE,craiya,muchaecia,blob skos,Carol Neutral Council,Independent ,Neutral Foreign Policy ,blob skos,iofliuland,East swaeq sneau,125.0 15.0 49.0700343679099 -282.0 55.0 27.896792776676484,197guswouca Lane
TRUE,craiya,priestein,West stroum chus,Rose Radical Left Council,Government ,Radical Left Foreign Policy ,West stroum chus,Griffinton,qotria,117.0 13.0 21.69646687399248 -300.0 36.0 46.219875825152556,218 S edriawana Lane
TRUE,edriawana,zaspoassau,othurg,Carol Nationalist Council,Religious ,Nationalist Social Science ,othurg,edriawana,friysil,150.0 13.0 38.16878578785427 -302.0 10.0 30.727526621096583,78stroum chus Road
TRUE,edriawana,spoy strela,blaonia,Rock Hard Science Watch,Corporate ,Neutral Hard Science ,blaonia,East Highkeep,osnyae,228.0 26.0 30.007632331242664 -248.0 45.0 9.33923993423978,231 S sceuw chax Road
TRUE,craiya,priestein,West stroum chus,Gene Conservative Institute,Religious ,Conservative Social Science ,West stroum chus,osken,East gescialand,151.0 32.0 53.196230070860885 -79.0 24.0 46.03211863438995,357 N glaynia Road
TRUE,edriawana,priestein,snoera,Gale Hard Science Think Tank,Independent ,Radical Right Hard Science ,snoera,boclain,stoydan,241.0 14.0 46.57100207302506 -249.0 55.0 23.99685812543064,195 N Highkeep Road
TRUE,craiya,iupreosal,atron,Woolley Hard Science Think Tank,Government Religious Corporate ,Nationalist Hard Science ,atron,East stoydan,stoydan,160.0 6.0 39.84489411619931 -230.0 44.0 41.043506474796395,267 S ostryae Road
TRUE,craiya,swaeq sneau,gopruyvania,Gale Social Science Think Tank,Government Corporate ,Conservative Social Science ,gopruyvania,pacren,fleisau,297.0 9.0 7.474676768970751 -187.0 35.0 24.743750204506142,344 N East bleuv smana Lane
TRUE,edriawana,gescialand,uthiulor,Sophie Hard Science Watch,Independent ,Nationalist Hard Science ,uthiulor,Griffinton,claog fleau,26.0 15.0 1.3247243129876418 -41.0 22.0 39.662326285878535,265priestein
TRUE,craiya,spoy strela,steitho,Woolley Nationalist Research Institute,Independent ,Nationalist Social Science ,steitho,glaynia,blaonia,158.0 23.0 17.682153643341888 -329.0 10.0 3.311470115537394,81 N blaonia Lane
TRUE,edriawana,boclain,oskait,Rock Hard Science Watch,Government Religious ,Radical Left Hard Science ,oskait,zaspoassau,eshington,179.0 30.0 54.475754574774115 -288.0 15.0 52.232417811602424,189 N echya Lane
TRUE,craiya,pacren,pacren,Elizabeth Social Science Council,Independent ,Conservative Social Science ,pacren,othurg,qotria,122.0 0.0 38.093469599706175 -309.0 58.0 11.248888992668217,59 S osnyae Street
TRUE,craiya,swaeq sneau,Westerwynne,Robert Nationalist Council,Independent ,Nationalist Hard Science ,Westerwynne,xusheurhiel,fleis flye,262.0 39.0 10.583373144279431 -282.0 24.0 11.361558038778266,201 S West apreyles Street
TRUE,edriawana,iofliuland,stoydan,Anna Neutral Council,Government Religious Corporate ,Neutral Foreign Policy ,stoydan,jotra,osken,158.0 29.0 21.52200403171618 -338.0 51.0 14.92385106549475,318 N sceuw chax Street
TRUE,edriawana,boclain,atron,Dorris Radical Left Watch,Corporate Government ,Radical Left Hard Science ,atron,eshington,glaynia,357.0 48.0 17.110841053159895 -228.0 23.0 17.90143517843929,185 S eshistan Street
TRUE,craiya,muchaecia,blob skos,Terry Hard Science Think Tank,Religious ,Conservative Hard Science ,blob skos,jotra,pruil shium,30.0 32.0 1.595102142235643 -61.0 42.0 40.24332774439479,72 S friysil Road
TRUE,craiya,iupreosal,staoz flurg,Darol Radical Right Council,Government Corporate ,Radical Right Social Science ,staoz flurg,treiria,iofliuland,272.0 10.0 53.71750398746681 -103.0 23.0 46.788599578317054,344steitho Road
TRUE,craiya,iupreosal,ogrya,Ebzen Radical Left Research Institute,Religious Religious Government ,Radical Left Hard Science ,ogrya,jotra,claog fleau,264.0 16.0 15.615729420379957 -310.0 8.0 51.257086950280495,134 N ostryae Street
TRUE,edriawana,xusheurhiel,pruil shium,Paul Social Science Research Institute,Corporate Corporate ,Neutral Social Science ,pruil shium,snoera,rochein,137.0 34.0 40.16219174117546 -262.0 18.0 6.231614806056336,29 N rochein
TRUE,edriawana,claog fleau,gescialand,Sophie Foreign Policy Institute,Corporate Religious Corporate ,Nationalist Foreign Policy ,gescialand,oskait,greom clax,272.0 54.0 31.290319096360403 -231.0 29.0 32.92625593573006,196 E bleuv smana
TRUE,craiya,spoy strela,atron,Sophie Neutral Think Tank,Corporate ,Neutral Foreign Policy ,atron,ostryae,fleis flye,332.0 8.0 22.490548668748282 -280.0 13.0 23.888561215906073,118 E echya Street
TRUE,craiya,East xusheurhiel,vedrijan,James Neutral Research Institute,Government Religious Government ,Neutral Hard Science ,vedrijan,zaspoassau,boclain,187.0 54.0 28.525216733608175 -241.0 11.0 54.371910609624,266 E ostryae Lane
TRUE,edriawana,xusheurhiel,friysil,Paul Social Science Research Institute,Corporate Religious Corporate ,Radical Left Social Science ,friysil,stoydan,spoy strela,256.0 6.0 27.987336415728524 -319.0 4.0 36.34187794443346,92 E priestein Road
TRUE,edriawana,friysil,craorhiel,Lee Hard Science Research Institute,Government Corporate Religious ,Radical Left Hard Science ,craorhiel,iupreosal,odriasia,193.0 47.0 25.68094799761025 -132.0 9.0 42.66172330080279,276 E craiya Street
TRUE,craiya,priestein,West stroum chus,Mera Nationalist Institute,Independent ,Nationalist Foreign Policy ,West stroum chus,othurg,qotria,70.0 2.0 26.390464567795824 -112.0 1.0 44.36987757980263,41 N ogrya
TRUE,craiya,muchaecia,blob skos,Terry Radical Right Institute,Government Government Corporate ,Radical Right Hard Science ,blob skos,West osken,pruil shium,188.0 15.0 35.75113826393045 -125.0 42.0 15.857853255048784,182eshistan Street
TRUE,edriawana,priestein,staoz flurg,Carol Hard Science Institute,Government Religious ,Conservative Hard Science ,staoz flurg,fleisau,fleis flye,339.0 51.0 32.680773084071426 -194.0 49.0 12.423512501792537,132 S friysil Street
TRUE,craiya,swaeq sneau,gescialand,Hannah Hard Science Council,Corporate ,Radical Left Hard Science ,gescialand,blob skos,osken,249.0 2.0 1.7746269962491026 -300.0 25.0 31.48766234713637,10Griffinton
TRUE,craiya,swaeq sneau,North snoera,Rock Nationalist Council,Government Corporate ,Nationalist Hard Science ,North snoera,osmurg,fleisau,153.0 25.0 4.633604288059684 -255.0 58.0 32.169321147867024,4 E athon Lane
TRUE,edriawana,stoydan,eshistan,Mera Foreign Policy Watch,Independent ,Conservative Foreign Policy ,eshistan,othurg,jotra,312.0 25.0 40.67724623034678 -304.0 3.0 46.588860278064594,138 S snoera Lane
TRUE,edriawana,zaspoassau,boclain,Mera Conservative Research Institute,Government ,Conservative Hard Science ,boclain,vedrijan,eshington,25.0 2.0 23.180563779591655 -114.0 43.0 23.258586621626172,155boclain
TRUE,craiya,spoy strela,vedrijan,Jameson Social Science Watch,Independent ,Radical Left Social Science ,vedrijan,priestein,priestein,257.0 28.0 1.2084870672850567 -338.0 39.0 21.726627627824634,200 E oskait
TRUE,edriawana,boclain,astrurg,Gene Nationalist Research Institute,Government Religious Government ,Nationalist Social Science ,astrurg,South craiya,greom clax,18.0 15.0 32.74847756525924 -57.0 51.0 5.134299199667502,336 S qotria Lane
TRUE,edriawana,friysil,craorhiel,Gale Foreign Policy Council,Religious Government Corporate ,Radical Right Foreign Policy ,craorhiel,eshington,osmurg,8.0 18.0 8.911159475578389 -29.0 1.0 47.92135620486001,344 N South stroum chus Road
TRUE,edriawana,friysil,craorhiel,Woolley Nationalist Council,Independent ,Nationalist Foreign Policy ,craorhiel,fleisau,zaspoassau,36.0 57.0 16.09862817947986 -167.0 21.0 2.70188987952256,95 E atron Street
TRUE,edriawana,zaspoassau,boclain,Ebzen Neutral Watch,Corporate Corporate ,Neutral Hard Science ,boclain,jotra,eshington,52.0 16.0 2.641677937353393 -350.0 31.0 37.01087856264484,159West oskait Street
TRUE,edriawana,stoydan,qotria,Jameson Social Science Research Institute,Government ,Radical Right Social Science ,qotria,West treiria,blob skos,177.0 12.0 26.54118446032405 -351.0 17.0 37.716755664567266,100North craiya Lane
TRUE,edriawana,friysil,craorhiel,Carol Foreign Policy Council,Religious Government ,Conservative Foreign Policy ,craorhiel,spoy strela,eshington,150.0 23.0 17.24756501482382 -292.0 23.0 40.8932402119167,223eshistan Street
TRUE,edriawana,gescialand,fleis flye,Jason Nationalist Council,Independent ,Nationalist Hard Science ,fleis flye,swoe stror,uthiulor,205.0 26.0 15.627335342875686 -208.0 2.0 24.81768258447402,184 N oskait Lane
TRUE,craiya,spoy strela,East koflurg,Paul Radical Right Think Tank,Corporate ,Radical Right Foreign Policy ,East koflurg,stroum chus,North guswouca,59.0 34.0 50.71643796137209 -331.0 40.0 27.27255192740859,45 N koflurg
TRUE,edriawana,friysil,craorhiel,Gale Social Science Institute,Government Religious ,Radical Left Social Science ,craorhiel,Griffinton,osmurg,335.0 8.0 38.818904700336546 -21.0 36.0 18.788700331466174,225 S osmurg Street
TRUE,edriawana,zaspoassau,sceuw chax,Jason Foreign Policy Institute,Independent ,Conservative Foreign Policy ,sceuw chax,xapra,Westerwynne,299.0 15.0 47.727290559945835 -156.0 32.0 10.998449615090763,293 E stoydan Lane
TRUE,edriawana,iofliuland,stoydan,Gale Social Science Institute,Religious Government Corporate ,Radical Left Social Science ,stoydan,swoe stror,osken,104.0 31.0 29.465681733064596 -190.0 0.0 56.556765736323904,116 E pruil shium
TRUE,edriawana,priestein,bleuv smana,Sophie Nationalist Council,Religious Religious Government ,Nationalist Foreign Policy ,bleuv smana,stroum chus,swaeq sneau,5.0 47.0 55.0516083915408 -218.0 12.0 22.308853835747446,67 N zaspoassau Lane
TRUE,craiya,priestein,West stroum chus,Lee Social Science Watch,Religious Corporate Religious ,Radical Right Social Science ,West stroum chus,xusheurhiel,echya,240.0 54.0 30.391432543047845 -218.0 56.0 53.520252215381454,49 N glaynia
